"Url","Status","FinalUrl","Message"
"https://perchance.org/curly-brackets-within-square-brackets-alternatives-example#edit","ERROR",,"Fjernserveren returnerede en fejl: (403) Forbudt."
"https://perchance.org/custom-cursor-example#edit","ERROR",,"Fjernserveren returnerede en fejl: (403) Forbudt."
"https://perchance.org/custom-font-importer","ERROR",,"Fjernserveren returnerede en fejl: (403) Forbudt."
"https://perchance.org/custom-image-button-example#edit","ERROR",,"Fjernserveren returnerede en fejl: (403) Forbudt."
"https://perchance.org/custom-image-button-with-hover-example#edit","ERROR",,"Fjernserveren returnerede en fejl: (403) Forbudt."
"https://perchance.org/damage-roll-function-example#edit","ERROR",,"Fjernserveren returnerede en fejl: (403) Forbudt."
"https://perchance.org/date-plugin","ERROR",,"Fjernserveren returnerede en fejl: (403) Forbudt."
"https://perchance.org/dice-game-example#edit","ERROR",,"Fjernserveren returnerede en fejl: (403) Forbudt."
"https://perchance.org/dice-plugin","ERROR",,"Fjernserveren returnerede en fejl: (403) Forbudt."
"https://perchance.org/different-items-depending-on-num-clicks#edit","ERROR",,"Fjernserveren returnerede en fejl: (403) Forbudt."
"https://perchance.org/different-result-on-first-load#edit","ERROR",,"Fjernserveren returnerede en fejl: (403) Forbudt."
"https://perchance.org/diy-perchance-api","ERROR",,"Fjernserveren returnerede en fejl: (403) Forbudt."
"https://perchance.org/download-button-plugin","ERROR",,"Fjernserveren returnerede en fejl: (403) Forbudt."
"https://perchance.org/draw-a-river-example#edit","ERROR",,"Fjernserveren returnerede en fejl: (403) Forbudt."
"https://perchance.org/dynamically-creating-a-list-and-adding-items-to-it#edit","ERROR",,"Fjernserveren returnerede en fejl: (403) Forbudt."
"https://perchance.org/dynamic-import-plugin","ERROR",,"Fjernserveren returnerede en fejl: (403) Forbudt."
"https://perchance.org/examples","ERROR",,"Fjernserveren returnerede en fejl: (403) Forbudt."
"https://perchance.org/exclude-items-plugin","ERROR",,"Fjernserveren returnerede en fejl: (403) Forbudt."
"https://perchance.org/favicon-plugin","ERROR",,"Fjernserveren returnerede en fejl: (403) Forbudt."
"https://perchance.org/filter-a-list-of-generated-instances-example#edit","ERROR",,"Fjernserveren returnerede en fejl: (403) Forbudt."
"https://perchance.org/filter-exclude-item-from-list#edit","ERROR",,"Fjernserveren returnerede en fejl: (403) Forbudt."
"https://perchance.org/filter-list-based-on-instance-properties-example#edit","ERROR",,"Fjernserveren returnerede en fejl: (403) Forbudt."
"https://perchance.org/filter-list-plugin","ERROR",,"Fjernserveren returnerede en fejl: (403) Forbudt."
"https://perchance.org/first-n-items-of-random-sub-list#edit","ERROR",,"Fjernserveren returnerede en fejl: (403) Forbudt."
"https://perchance.org/fixed-until-reload-plugin","ERROR",,"Fjernserveren returnerede en fejl: (403) Forbudt."
"https://perchance.org/flat-avatar-plugin","ERROR",,"Fjernserveren returnerede en fejl: (403) Forbudt."
"https://perchance.org/font-plugin","ERROR",,"Fjernserveren returnerede en fejl: (403) Forbudt."
"https://perchance.org/fuel-consumption-distance#edit","ERROR",,"Fjernserveren returnerede en fejl: (403) Forbudt."
"https://perchance.org/fullscreen-button-plugin","ERROR",,"Fjernserveren returnerede en fejl: (403) Forbudt."
"https://perchance.org/future-presidents-example#edit","ERROR",,"Fjernserveren returnerede en fejl: (403) Forbudt."
"https://perchance.org/generate-based-on-seed-keyword#edit","ERROR",,"Fjernserveren returnerede en fejl: (403) Forbudt."
"https://perchance.org/generate-colored-text-example#edit","ERROR",,"Fjernserveren returnerede en fejl: (403) Forbudt."
"https://perchance.org/generate-drop-down-input-from-hierarchical-list#edit","ERROR",,"Fjernserveren returnerede en fejl: (403) Forbudt."
"https://perchance.org/generators","ERROR",,"Fjernserveren returnerede en fejl: (403) Forbudt."
"https://perchance.org/generator-stats-plugin","ERROR",,"Fjernserveren returnerede en fejl: (403) Forbudt."
"https://perchance.org/get-median-of-numbers-example#edit","ERROR",,"Fjernserveren returnerede en fejl: (403) Forbudt."
"https://perchance.org/google-sheets-plugin","ERROR",,"Fjernserveren returnerede en fejl: (403) Forbudt."
"https://perchance.org/goto-plugin","ERROR",,"Fjernserveren returnerede en fejl: (403) Forbudt."
"https://perchance.org/hide-output-until-click-example#edit","ERROR",,"Fjernserveren returnerede en fejl: (403) Forbudt."
"https://perchance.org/if-else-in-dynamic-odds-example#edit","ERROR",,"Fjernserveren returnerede en fejl: (403) Forbudt."
"https://perchance.org/image-layer-combiner-plugin","ERROR",,"Fjernserveren returnerede en fejl: (403) Forbudt."
"https://perchance.org/image-layer-combiner-thumbnail-generator-example#edit","ERROR",,"Fjernserveren returnerede en fejl: (403) Forbudt."
"https://perchance.org/image-plugin","ERROR",,"Fjernserveren returnerede en fejl: (403) Forbudt."
"https://perchance.org/income-by-city-example#edit","ERROR",,"Fjernserveren returnerede en fejl: (403) Forbudt."
"https://perchance.org/increment-counter-caves-example#edit","ERROR",,"Fjernserveren returnerede en fejl: (403) Forbudt."
"https://perchance.org/increment-counter-when-specific-items-is-selected-example#edit","ERROR",,"Fjernserveren returnerede en fejl: (403) Forbudt."
"https://perchance.org/indented-html-in-your-lists-example#edit","ERROR",,"Fjernserveren returnerede en fejl: (403) Forbudt."
"https://perchance.org/join-lists-plugin","ERROR",,"Fjernserveren returnerede en fejl: (403) Forbudt."
"https://perchance.org/known-bugs","ERROR",,"Fjernserveren returnerede en fejl: (403) Forbudt."
"https://perchance.org/kustom-perchance-advanced-code-examples","ERROR",,"Fjernserveren returnerede en fejl: (403) Forbudt."
"https://perchance.org/kv-plugin","ERROR",,"Fjernserveren returnerede en fejl: (403) Forbudt."
"https://perchance.org/layout-maker-plugin","ERROR",,"Fjernserveren returnerede en fejl: (403) Forbudt."
"https://perchance.org/lineage-of-kings-example#edit","ERROR",,"Fjernserveren returnerede en fejl: (403) Forbudt."
"https://perchance.org/list-method-with-createinstance-example#edit","ERROR",,"Fjernserveren returnerede en fejl: (403) Forbudt."
"https://perchance.org/list-probability-distribution-checker","ERROR",,"Fjernserveren returnerede en fejl: (403) Forbudt."
"https://perchance.org/literal-plugin","ERROR",,"Fjernserveren returnerede en fejl: (403) Forbudt."
"https://perchance.org/lockable-list-plugin","ERROR",,"Fjernserveren returnerede en fejl: (403) Forbudt."
"https://perchance.org/locker-plugin","ERROR",,"Fjernserveren returnerede en fejl: (403) Forbudt."
"https://perchance.org/make-table-plugin","ERROR",,"Fjernserveren returnerede en fejl: (403) Forbudt."
"https://perchance.org/markdown-plugin","ERROR",,"Fjernserveren returnerede en fejl: (403) Forbudt."
"https://perchance.org/markov-chain-plugin","ERROR",,"Fjernserveren returnerede en fejl: (403) Forbudt."
"https://perchance.org/matching-pronouns-with-genders-example#edit","ERROR",,"Fjernserveren returnerede en fejl: (403) Forbudt."
"https://perchance.org/metadata-example#edit","ERROR",,"Fjernserveren returnerede en fejl: (403) Forbudt."
"https://perchance.org/multi-dropdown-user-provided-pattern#edit","ERROR",,"Fjernserveren returnerede en fejl: (403) Forbudt."
"https://perchance.org/multiple-outputs-random-number-of-items-example#edit","ERROR",,"Fjernserveren returnerede en fejl: (403) Forbudt."
"https://perchance.org/navbar-plugin","ERROR",,"Fjernserveren returnerede en fejl: (403) Forbudt."
"https://perchance.org/nested-plugin","ERROR",,"Fjernserveren returnerede en fejl: (403) Forbudt."
"https://perchance.org/numbered-outputs-example-manual#edit","ERROR",,"Fjernserveren returnerede en fejl: (403) Forbudt."
"https://perchance.org/numbered-outputs-with-html-ol#edit","ERROR",,"Fjernserveren returnerede en fejl: (403) Forbudt."
"https://perchance.org/number-set-plugin","ERROR",,"Fjernserveren returnerede en fejl: (403) Forbudt."
"https://perchance.org/numerals-to-ordinals-plugin","ERROR",,"Fjernserveren returnerede en fejl: (403) Forbudt."
"https://perchance.org/numerals-to-ordinal-words-plugin","ERROR",,"Fjernserveren returnerede en fejl: (403) Forbudt."
"https://perchance.org/numerals-to-words-plugin","ERROR",,"Fjernserveren returnerede en fejl: (403) Forbudt."
"https://perchance.org/output-history-example#edit","ERROR",,"Fjernserveren returnerede en fejl: (403) Forbudt."
"https://perchance.org/p5js-basic-example","ERROR",,"Fjernserveren returnerede en fejl: (403) Forbudt."
"https://perchance.org/passing-variables-to-lists-example#edit","ERROR",,"Fjernserveren returnerede en fejl: (403) Forbudt."
"https://perchance.org/pass-variable-via-url-example?type=veg","ERROR",,"Fjernserveren returnerede en fejl: (403) Forbudt."
"https://perchance.org/pattern-maker-plugin","ERROR",,"Fjernserveren returnerede en fejl: (403) Forbudt."
"https://perchance.org/perchance-faq","ERROR",,"Fjernserveren returnerede en fejl: (403) Forbudt."
"https://perchance.org/perchance-keyboard-shortcuts","ERROR",,"Fjernserveren returnerede en fejl: (403) Forbudt."
"https://perchance.org/permutations-counter-example#edit","ERROR",,"Fjernserveren returnerede en fejl: (403) Forbudt."
"https://perchance.org/persistent-consumable-list-example#edit","ERROR",,"Fjernserveren returnerede en fejl: (403) Forbudt."
"https://perchance.org/plugins","ERROR",,"Fjernserveren returnerede en fejl: (403) Forbudt."
"https://perchance.org/plural-plugin","ERROR",,"Fjernserveren returnerede en fejl: (403) Forbudt."
"https://perchance.org/preprocessors","ERROR",,"Fjernserveren returnerede en fejl: (403) Forbudt."
"https://perchance.org/press-enter-plugin","ERROR",,"Fjernserveren returnerede en fejl: (403) Forbudt."
"https://perchance.org/prevent-randomization-of-list-except-at-page-reload#edit","ERROR",,"Fjernserveren returnerede en fejl: (403) Forbudt."
"https://perchance.org/pride-plugin","ERROR",,"Fjernserveren returnerede en fejl: (403) Forbudt."
"https://perchance.org/print-button-plugin","ERROR",,"Fjernserveren returnerede en fejl: (403) Forbudt."
"https://perchance.org/pure-css-html-plugin-template#edit","ERROR",,"Fjernserveren returnerede en fejl: (403) Forbudt."
"https://perchance.org/question-and-answer-example#edit","ERROR",,"Fjernserveren returnerede en fejl: (403) Forbudt."
"https://perchance.org/random-decimal-plugin","ERROR",,"Fjernserveren returnerede en fejl: (403) Forbudt."
"https://perchance.org/random-image-plugin","ERROR",,"Fjernserveren returnerede en fejl: (403) Forbudt."
"https://perchance.org/random-images-example#edit","ERROR",,"Fjernserveren returnerede en fejl: (403) Forbudt."
"https://perchance.org/random-image-with-name-example#edit","ERROR",,"Fjernserveren returnerede en fejl: (403) Forbudt."
"https://perchance.org/random-integer-plugin","ERROR",,"Fjernserveren returnerede en fejl: (403) Forbudt."
"https://perchance.org/randomize-at-regular-intervals-example#edit","ERROR",,"Fjernserveren returnerede en fejl: (403) Forbudt."
"https://perchance.org/randomize-image-color-example#edit","ERROR",,"Fjernserveren returnerede en fejl: (403) Forbudt."
"https://perchance.org/randomize-on-tap-with-optional-subtap#edit","ERROR",,"Fjernserveren returnerede en fejl: (403) Forbudt."
"https://perchance.org/random-select-plugin","ERROR",,"Fjernserveren returnerede en fejl: (403) Forbudt."
"https://perchance.org/remember-plugin","ERROR",,"Fjernserveren returnerede en fejl: (403) Forbudt."
"https://perchance.org/remember-user-inputs-basic-example#edit","ERROR",,"Fjernserveren returnerede en fejl: (403) Forbudt."
"https://perchance.org/resources","ERROR",,"Fjernserveren returnerede en fejl: (403) Forbudt."
"https://perchance.org/roll-number-of-dice-based-on-previous-roll#edit","ERROR",,"Fjernserveren returnerede en fejl: (403) Forbudt."
"https://perchance.org/roll-table-plugin","ERROR",,"Fjernserveren returnerede en fejl: (403) Forbudt."
"https://perchance.org/roman-numerals-plugin","ERROR",,"Fjernserveren returnerede en fejl: (403) Forbudt."
"https://perchance.org/rpg-icon-plugin","ERROR",,"Fjernserveren returnerede en fejl: (403) Forbudt."
"https://perchance.org/rpg-table-converter","ERROR",,"Fjernserveren returnerede en fejl: (403) Forbudt."
"https://perchance.org/secret-plugin","ERROR",,"Fjernserveren returnerede en fejl: (403) Forbudt."
"https://perchance.org/seeder-plugin","ERROR",,"Fjernserveren returnerede en fejl: (403) Forbudt."
"https://perchance.org/seed-from-url-example#edit","ERROR",,"Fjernserveren returnerede en fejl: (403) Forbudt."
"https://perchance.org/select-all-leaves-plugin","ERROR",,"Fjernserveren returnerede en fejl: (403) Forbudt."
"https://perchance.org/select-item-from-same-index-position-in-two-lists#edit","ERROR",,"Fjernserveren returnerede en fejl: (403) Forbudt."
"https://perchance.org/select-leaf-plugin","ERROR",,"Fjernserveren returnerede en fejl: (403) Forbudt."
"https://perchance.org/select-leaf-plugin-example#edit","ERROR",,"Fjernserveren returnerede en fejl: (403) Forbudt."
"https://perchance.org/select-leaves-plugin","ERROR",,"Fjernserveren returnerede en fejl: (403) Forbudt."
"https://perchance.org/selectmany-sumitems-example","ERROR",,"Fjernserveren returnerede en fejl: (403) Forbudt."
"https://perchance.org/select-range-plugin","ERROR",,"Fjernserveren returnerede en fejl: (403) Forbudt."
"https://perchance.org/select-the-highest-number#edit","ERROR",,"Fjernserveren returnerede en fejl: (403) Forbudt."
"https://perchance.org/select-until-plugin","ERROR",,"Fjernserveren returnerede en fejl: (403) Forbudt."
"https://perchance.org/sequential-pages-example#edit","ERROR",,"Fjernserveren returnerede en fejl: (403) Forbudt."
"https://perchance.org/show-specific-text-on-first-load#edit","ERROR",,"Fjernserveren returnerede en fejl: (403) Forbudt."
"https://perchance.org/simple-mouse-hover-image-change-example#edit","ERROR",,"Fjernserveren returnerede en fejl: (403) Forbudt."
"https://perchance.org/simple-random-image-example-cropped#edit","ERROR",,"Fjernserveren returnerede en fejl: (403) Forbudt."
"https://perchance.org/simple-random-images-example#edit","ERROR",,"Fjernserveren returnerede en fejl: (403) Forbudt."
"https://perchance.org/spoiler-hidden-unfold-html-example#edit","ERROR",,"Fjernserveren returnerede en fejl: (403) Forbudt."
"https://perchance.org/sum-odds-plugin","ERROR",,"Fjernserveren returnerede en fejl: (403) Forbudt."
"https://perchance.org/super-fetch-plugin","ERROR",,"Fjernserveren returnerede en fejl: (403) Forbudt."
"https://perchance.org/t2i-framework-plugin-moss","ERROR",,"Fjernserveren returnerede en fejl: (403) Forbudt."
"https://perchance.org/t2i-framework-plugin-moss#edit","ERROR",,"Fjernserveren returnerede en fejl: (403) Forbudt."
"https://perchance.org/tabs-plugin","ERROR",,"Fjernserveren returnerede en fejl: (403) Forbudt."
"https://perchance.org/tags-and-header-meta-data-example","ERROR",,"Fjernserveren returnerede en fejl: (403) Forbudt."
"https://perchance.org/tap-anywhere-plugin","ERROR",,"Fjernserveren returnerede en fejl: (403) Forbudt."
"https://perchance.org/tap-image-to-randomize#edit","ERROR",,"Fjernserveren returnerede en fejl: (403) Forbudt."
"https://perchance.org/tap-plugin","ERROR",,"Fjernserveren returnerede en fejl: (403) Forbudt."
"https://perchance.org/templates","ERROR",,"Fjernserveren returnerede en fejl: (403) Forbudt."
"https://perchance.org/text-contains-text-example#edit","ERROR",,"Fjernserveren returnerede en fejl: (403) Forbudt."
"https://perchance.org/text-to-image-plugin","ERROR",,"Fjernserveren returnerede en fejl: (403) Forbudt."
"https://perchance.org/text-to-speech-plugin","ERROR",,"Fjernserveren returnerede en fejl: (403) Forbudt."
"https://perchance.org/three-percentages-example#edit","ERROR",,"Fjernserveren returnerede en fejl: (403) Forbudt."
"https://perchance.org/title-case-plugin","ERROR",,"Fjernserveren returnerede en fejl: (403) Forbudt."
"https://perchance.org/tldraw-plugin","ERROR",,"Fjernserveren returnerede en fejl: (403) Forbudt."
"https://perchance.org/tooltip-plugin","ERROR",,"Fjernserveren returnerede en fejl: (403) Forbudt."
"https://perchance.org/tornado-plugin","ERROR",,"Fjernserveren returnerede en fejl: (403) Forbudt."
"https://perchance.org/track-selections-display-other-properties-of-selected-items-later#edit","ERROR",,"Fjernserveren returnerede en fejl: (403) Forbudt."
"https://perchance.org/tutorial","ERROR",,"Fjernserveren returnerede en fejl: (403) Forbudt."
"https://perchance.org/typewriter-plugin","ERROR",,"Fjernserveren returnerede en fejl: (403) Forbudt."
"https://perchance.org/upload","ERROR",,"Fjernserveren returnerede en fejl: (403) Forbudt."
"https://perchance.org/upload-plugin","ERROR",,"Fjernserveren returnerede en fejl: (403) Forbudt."
"https://perchance.org/url-params-plugin","ERROR",,"Fjernserveren returnerede en fejl: (403) Forbudt."
"https://perchance.org/useful-generators","ERROR",,"Fjernserveren returnerede en fejl: (403) Forbudt."
"https://perchance.org/user-controls-how-many-outputs-example#edit","ERROR",,"Fjernserveren returnerede en fejl: (403) Forbudt."
"https://perchance.org/user-input-list-append-example#edit","ERROR",,"Fjernserveren returnerede en fejl: (403) Forbudt."
"https://perchance.org/user-input-list-example#edit","ERROR",,"Fjernserveren returnerede en fejl: (403) Forbudt."
"https://perchance.org/use-seeder-plugin-for-one-import-only-example#edit","ERROR",,"Fjernserveren returnerede en fejl: (403) Forbudt."
"https://perchance.org/using-name-of-selected-sublist-example#edit","ERROR",,"Fjernserveren returnerede en fejl: (403) Forbudt."
"https://perchance.org/welcome","ERROR",,"Fjernserveren returnerede en fejl: (403) Forbudt."
"https://perchance.org/wheel-plugin","ERROR",,"Fjernserveren returnerede en fejl: (403) Forbudt."
